Age,Weight,Height,Activity Level,Gender,Basic Metabolic Rate,BMI,Diet Breakfast,Diet Lunch,Diet Dinner,Snacks
43,51.9,188.7,Moderately Active,Female,1322.375,14.6,Yogurt & Fruit_400_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Nuts_250_Calories
51,116.8,185.3,Sedentary,Other,1910.125,34.0,Oatmeal_350_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
49,64.3,175.2,Very Active,Male,1498.0,20.9,Oatmeal_350_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
63,67.0,152.7,Extremely Active,Female,1148.375,28.7,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Chips_300_Calories
24,96.6,198.8,Sedentary,Male,2093.5,24.4,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Chips_300_Calories
43,99.2,181.4,Moderately Active,Female,1749.75,30.1,Oatmeal_350_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
42,117.1,187.5,Extremely Active,Female,1971.875,33.3,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Nuts_250_Calories
63,91.7,162.4,Sedentary,Male,1622.0,34.8,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Vegetarian Pizza_800_Calories,Nuts_250_Calories
56,80.8,153.3,Moderately Active,Male,1491.125,34.4,Oatmeal_350_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
69,58.7,159.0,Extremely Active,Male,1240.75,23.2,Smoothie_300_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
34,110.0,168.6,Extremely Active,Female,1822.75,38.7,Oatmeal_350_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
41,53.1,151.3,Extremely Active,Other,1110.625,23.2,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
44,109.7,168.9,Extremely Active,Other,1771.625,38.5,Smoothie_300_Calories,Pasta_650_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
21,73.5,153.6,Lightly Active,Male,1595.0,31.2,Eggs & Toast_450_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
44,113.6,181.7,Lightly Active,Male,2056.625,34.4,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
64,109.5,165.7,Lightly Active,Other,1649.625,39.9,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Chips_300_Calories
76,98.9,184.0,Very Active,Other,1598.0,29.2,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
47,51.5,179.7,Lightly Active,Female,1242.125,15.9,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Nuts_250_Calories
20,98.4,163.3,Extremely Active,Other,1743.625,36.9,Smoothie_300_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Chips_300_Calories
23,89.3,169.7,Extremely Active,Male,1843.625,31.0,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
75,67.7,185.3,Lightly Active,Male,1465.125,19.7,Eggs & Toast_450_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
25,90.4,180.2,Moderately Active,Other,1744.25,27.8,Smoothie_300_Calories,Salad_300_Calories,Beef Stew_750_Calories,Nuts_250_Calories
33,109.5,159.3,Sedentary,Male,1930.625,43.2,Smoothie_300_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
32,64.7,179.9,Moderately Active,Male,1616.375,20.0,Oatmeal_350_Calories,Stir Fry_600_Calories,Vegetarian Pizza_800_Calories,Nuts_250_Calories
53,73.8,172.0,Lightly Active,Other,1387.0,24.9,Oatmeal_350_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
70,56.2,193.5,Lightly Active,Other,1260.375,15.0,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
57,104.5,150.5,Sedentary,Other,1539.625,46.1,Oatmeal_350_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
72,57.0,193.8,Lightly Active,Female,1260.25,15.2,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
25,113.8,185.2,Sedentary,Female,2009.5,33.2,Oatmeal_350_Calories,Salad_300_Calories,Beef Stew_750_Calories,Fruit_120_Calories
69,85.8,172.3,Moderately Active,Other,1428.875,28.9,Eggs & Toast_450_Calories,Pasta_650_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
56,69.1,186.5,Sedentary,Male,1581.625,19.9,Eggs & Toast_450_Calories,Pasta_650_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
75,54.9,157.2,Very Active,Other,995.5,22.2,Smoothie_300_Calories,Pasta_650_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
69,107.2,176.1,Lightly Active,Male,1832.625,34.6,Oatmeal_350_Calories,Stir Fry_600_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
47,77.5,188.2,Very Active,Female,1555.25,21.9,Oatmeal_350_Calories,Pasta_650_Calories,Beef Stew_750_Calories,Fruit_120_Calories
73,111.9,195.6,Moderately Active,Other,1815.5,29.2,Smoothie_300_Calories,Salad_300_Calories,Beef Stew_750_Calories,Nuts_250_Calories
67,100.4,185.7,Very Active,Female,1668.625,29.1,Oatmeal_350_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
29,55.9,165.3,Very Active,Other,1286.125,20.5,Eggs & Toast_450_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
21,104.0,185.9,Extremely Active,Female,1935.875,30.1,Yogurt & Fruit_400_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
31,107.6,188.8,Very Active,Other,1940.0,30.2,Oatmeal_350_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
76,57.0,171.5,Lightly Active,Other,1100.875,19.4,Oatmeal_350_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
73,96.9,179.7,Sedentary,Other,1566.125,30.0,Eggs & Toast_450_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Nuts_250_Calories
42,65.5,150.3,Lightly Active,Male,1389.375,29.0,Smoothie_300_Calories,Pasta_650_Calories,Beef Stew_750_Calories,Fruit_120_Calories
77,73.5,163.4,Moderately Active,Female,1210.25,27.5,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
78,59.8,192.9,Extremely Active,Other,1252.625,16.1,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
74,53.1,185.8,Extremely Active,Female,1161.25,15.4,Smoothie_300_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
22,110.0,192.7,Lightly Active,Female,2033.375,29.6,Oatmeal_350_Calories,Pasta_650_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
71,115.3,194.9,Extremely Active,Male,2021.125,30.4,Smoothie_300_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
69,100.5,176.7,Very Active,Female,1603.375,32.2,Smoothie_300_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Fruit_120_Calories
40,61.5,191.8,Lightly Active,Female,1452.75,16.7,Smoothie_300_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
75,50.1,154.6,Lightly Active,Female,931.25,21.0,Smoothie_300_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Nuts_250_Calories
47,75.4,168.9,Lightly Active,Male,1579.625,26.4,Oatmeal_350_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
56,88.2,188.0,Moderately Active,Male,1782.0,25.0,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Fruit_120_Calories
29,79.2,153.7,Lightly Active,Female,1446.625,33.5,Smoothie_300_Calories,Stir Fry_600_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
32,96.7,188.2,Sedentary,Male,1988.25,27.3,Yogurt & Fruit_400_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Chips_300_Calories
36,69.5,198.1,Very Active,Female,1592.125,17.7,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Beef Stew_750_Calories,Chips_300_Calories
43,70.3,167.6,Very Active,Male,1540.5,25.0,Oatmeal_350_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
62,50.4,193.6,Sedentary,Male,1409.0,13.4,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
21,94.9,174.2,Extremely Active,Male,1937.75,31.3,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
55,109.2,156.1,Moderately Active,Male,1797.625,44.8,Smoothie_300_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
25,114.1,154.3,Lightly Active,Other,1819.375,47.9,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
47,91.1,170.0,Moderately Active,Other,1577.5,31.5,Yogurt & Fruit_400_Calories,Salad_300_Calories,Beef Stew_750_Calories,Fruit_120_Calories
32,63.4,181.1,Lightly Active,Female,1444.875,19.3,Oatmeal_350_Calories,Stir Fry_600_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
29,78.7,193.1,Lightly Active,Male,1853.875,21.1,Eggs & Toast_450_Calories,Pasta_650_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
27,75.0,172.6,Very Active,Female,1532.75,25.2,Oatmeal_350_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
29,54.0,173.7,Very Active,Other,1319.625,17.9,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
34,51.0,194.8,Extremely Active,Male,1562.5,13.4,Eggs & Toast_450_Calories,Salad_300_Calories,Beef Stew_750_Calories,Chips_300_Calories
78,71.7,156.0,Lightly Active,Other,1141.0,29.5,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
77,99.7,198.2,Extremely Active,Male,1855.75,25.4,Smoothie_300_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
57,95.6,188.9,Sedentary,Male,1856.625,26.8,Smoothie_300_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
77,103.6,162.8,Sedentary,Female,1507.5,39.1,Smoothie_300_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
19,111.3,177.5,Very Active,Female,1966.375,35.3,Oatmeal_350_Calories,Pasta_650_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
36,116.4,155.7,Lightly Active,Male,1962.125,48.0,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
71,105.9,194.5,Lightly Active,Female,1758.625,28.0,Smoothie_300_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
46,52.8,197.7,Sedentary,Female,1372.625,13.5,Oatmeal_350_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
18,117.8,172.5,Sedentary,Other,2005.125,39.6,Eggs & Toast_450_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
39,72.0,183.1,Extremely Active,Male,1674.375,21.5,Smoothie_300_Calories,Pasta_650_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
42,111.9,150.7,Very Active,Male,1855.875,49.3,Smoothie_300_Calories,Pasta_650_Calories,Beef Stew_750_Calories,Chips_300_Calories
27,59.4,182.3,Very Active,Female,1437.375,17.9,Eggs & Toast_450_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Chips_300_Calories
26,95.9,176.6,Extremely Active,Male,1937.75,30.7,Smoothie_300_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
36,72.5,169.3,Very Active,Other,1442.125,25.3,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
29,105.6,183.6,Lightly Active,Other,1897.5,31.3,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
46,59.0,170.8,Moderately Active,Female,1266.5,20.2,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
71,85.6,169.2,Lightly Active,Male,1563.5,29.9,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
69,118.7,179.2,Lightly Active,Other,1801.0,37.0,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
35,100.8,194.0,Extremely Active,Other,1884.5,26.8,Oatmeal_350_Calories,Pasta_650_Calories,Beef Stew_750_Calories,Nuts_250_Calories
73,58.9,155.2,Sedentary,Male,1199.0,24.5,Oatmeal_350_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
33,96.1,187.0,Very Active,Female,1803.75,27.5,Smoothie_300_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Nuts_250_Calories
21,97.0,156.1,Extremely Active,Female,1679.625,39.8,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
60,107.8,167.6,Extremely Active,Other,1664.5,38.4,Eggs & Toast_450_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Chips_300_Calories
42,70.8,191.7,Extremely Active,Female,1535.125,19.3,Oatmeal_350_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Chips_300_Calories
39,60.3,183.7,Moderately Active,Other,1395.125,17.9,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
46,109.3,166.6,Extremely Active,Other,1743.25,39.4,Oatmeal_350_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Chips_300_Calories
76,75.5,188.5,Very Active,Other,1392.125,21.2,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
39,80.7,150.3,Extremely Active,Male,1556.375,35.7,Eggs & Toast_450_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
32,117.2,194.2,Sedentary,Male,2230.75,31.1,Eggs & Toast_450_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
65,82.1,172.2,Lightly Active,Other,1411.25,27.7,Oatmeal_350_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
19,55.7,199.4,Very Active,Other,1547.25,14.0,Oatmeal_350_Calories,Stir Fry_600_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
30,96.3,180.4,Extremely Active,Male,1945.5,29.6,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Fruit_120_Calories
29,100.2,161.1,Sedentary,Female,1702.875,38.6,Eggs & Toast_450_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
43,82.7,194.7,Lightly Active,Other,1667.875,21.8,Eggs & Toast_450_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
57,99.2,178.2,Very Active,Female,1659.75,31.2,Oatmeal_350_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
29,77.7,154.7,Very Active,Male,1603.875,32.5,Eggs & Toast_450_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
44,113.0,169.8,Very Active,Female,1810.25,39.2,Eggs & Toast_450_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
63,103.9,197.4,Very Active,Female,1796.75,26.7,Smoothie_300_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
52,69.6,158.3,Lightly Active,Female,1264.375,27.8,Eggs & Toast_450_Calories,Pasta_650_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
19,83.1,158.6,Moderately Active,Other,1566.25,33.0,Smoothie_300_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
80,100.6,181.9,Lightly Active,Female,1581.875,30.4,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Vegetarian Pizza_800_Calories,Nuts_250_Calories
34,87.4,177.4,Very Active,Male,1817.75,27.8,Smoothie_300_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
19,86.4,151.9,Extremely Active,Female,1557.375,37.4,Oatmeal_350_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
34,109.0,157.9,Sedentary,Other,1745.875,43.7,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Fruit_120_Calories
51,95.7,196.1,Very Active,Female,1766.625,24.9,Oatmeal_350_Calories,Pasta_650_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
51,115.8,152.2,Moderately Active,Male,1859.25,50.0,Yogurt & Fruit_400_Calories,Salad_300_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
62,69.0,174.8,Extremely Active,Other,1311.5,22.6,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
56,57.0,192.0,Sedentary,Other,1329.0,15.5,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
58,63.0,187.2,Moderately Active,Female,1349.0,18.0,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Fish and Rice_700_Calories,Chips_300_Calories
26,63.3,160.4,Lightly Active,Other,1344.5,24.6,Oatmeal_350_Calories,Salad_300_Calories,Beef Stew_750_Calories,Nuts_250_Calories
31,88.8,159.8,Lightly Active,Other,1570.75,34.8,Oatmeal_350_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
60,85.8,190.2,Extremely Active,Male,1751.75,23.7,Smoothie_300_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
37,91.6,164.5,Sedentary,Male,1764.125,33.9,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Beef Stew_750_Calories,Nuts_250_Calories
68,64.1,163.9,Very Active,Male,1330.375,23.9,Oatmeal_350_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Chips_300_Calories
50,66.7,192.3,Extremely Active,Male,1623.875,18.0,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
41,54.0,162.1,Sedentary,Male,1353.125,20.6,Yogurt & Fruit_400_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Chips_300_Calories
22,51.8,163.7,Sedentary,Other,1270.125,19.3,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Nuts_250_Calories
49,74.9,184.2,Extremely Active,Female,1494.25,22.1,Eggs & Toast_450_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
40,102.2,178.2,Extremely Active,Male,1940.75,32.2,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
18,99.0,159.3,Extremely Active,Male,1900.625,39.0,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Fruit_120_Calories
55,96.6,157.5,Extremely Active,Male,1680.375,38.9,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
49,51.5,173.6,Very Active,Male,1360.0,17.1,Oatmeal_350_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Chips_300_Calories
33,116.4,181.4,Extremely Active,Female,1971.75,35.4,Yogurt & Fruit_400_Calories,Salad_300_Calories,Beef Stew_750_Calories,Fruit_120_Calories
37,73.8,175.5,Lightly Active,Other,1488.875,24.0,Eggs & Toast_450_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
33,80.4,165.1,Extremely Active,Female,1509.875,29.5,Oatmeal_350_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
69,106.1,150.4,Extremely Active,Female,1495.0,46.9,Oatmeal_350_Calories,Pasta_650_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
75,56.4,184.3,Lightly Active,Female,1179.875,16.6,Eggs & Toast_450_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
30,62.4,191.5,Very Active,Other,1509.875,17.0,Eggs & Toast_450_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Fruit_120_Calories
63,72.8,184.6,Extremely Active,Female,1405.75,21.4,Oatmeal_350_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
28,109.0,190.4,Sedentary,Other,1979.0,30.1,Eggs & Toast_450_Calories,Pasta_650_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
70,98.0,150.5,Very Active,Female,1409.625,43.3,Eggs & Toast_450_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
59,75.1,156.1,Extremely Active,Other,1270.625,30.8,Smoothie_300_Calories,Pasta_650_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
34,115.3,194.0,Extremely Active,Other,2034.5,30.6,Oatmeal_350_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
24,104.9,179.8,Sedentary,Male,2057.75,32.4,Yogurt & Fruit_400_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
39,50.7,157.9,Moderately Active,Other,1137.875,20.3,Eggs & Toast_450_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
